replicate,packet_count,best_candidate,best_harmonic,best_resultant_r,best_arc80,h1_resultant_r,h1_arc80,placement_failed
344,4581,logT_over_pi_h1,1,0.9991301806181466,0.01815374792578961,0.9991301806181466,0.01815374792578961,False
345,4581,logT_over_pi_h1,1,0.999164224732967,0.017894760232262996,0.999164224732967,0.017894760232262996,False
346,4581,logT_over_pi_h1,1,0.9991495817584692,0.01797955770960069,0.9991495817584692,0.01797955770960069,False
347,4581,logT_over_pi_h1,1,0.9991377536339252,0.018096388253224127,0.9991377536339252,0.018096388253224127,False
348,4581,logT_over_pi_h1,1,0.9991664294800898,0.017929724184864604,0.9991664294800898,0.017929724184864604,False
349,4581,logT_over_pi_h1,1,0.999155584002192,0.01803619776726162,0.999155584002192,0.01803619776726162,False
350,4581,logT_over_pi_h1,1,0.9991603913766964,0.017988773639546096,0.9991603913766964,0.017988773639546096,False
351,4581,logT_over_pi_h1,1,0.9991497171547974,0.017892085536768576,0.9991497171547974,0.017892085536768576,False
352,4581,logT_over_pi_h1,1,0.9991415662652375,0.01811642039674677,0.9991415662652375,0.01811642039674677,False
353,4581,logT_over_pi_h1,1,0.9991738358388798,0.017816544545754986,0.9991738358388798,0.017816544545754986,False
354,4581,logT_over_pi_h1,1,0.9991554107207958,0.0179049155867661,0.9991554107207958,0.0179049155867661,False
355,4581,logT_over_pi_h1,1,0.9991638164198273,0.017751944864714986,0.9991638164198273,0.017751944864714986,False
356,4581,logT_over_pi_h1,1,0.9991485059649522,0.017931556526565195,0.9991485059649522,0.017931556526565195,False
357,4581,logT_over_pi_h1,1,0.9991307888720901,0.018108494799165875,0.9991307888720901,0.018108494799165875,False
358,4581,logT_over_pi_h1,1,0.9991668627001085,0.017880796403463073,0.9991668627001085,0.017880796403463073,False
